"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","토지등 소유자 수","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","분양세대총수","60㎡이하","60㎡초과~85㎡이하","85㎡초과","임대세대총수","(임대)40㎡이하","(임대)40㎡초과~50㎡이하","(임대)50㎡초과","건축계획비고","위치도","조감도","배치도","조합사무실 주소","조합사무실 전화번호"
"11350-100002013","노원구","상계동","재개발(주택정비형)","조합","상계4재정비촉진구역 주택재개발정비사업 조합","상계동 85-33","조합해산","운영","331","상계4재정비촉진구역 재개발사업","노원구 상계동 85-33번지","39960.60","106835.19","제123종일반주거지역 자연녹지지역","재정비촉진지구","27362.70","9438.90","1247.00","0.00","0.00","0.00","1912.00","공동주택","20.40","254.99","98","28","3","658","399","250","9","152","135","17","","상가대지포함","/servlet/image?url=images/assc/2018/04/201804301558101525071490312.jpg","/servlet/image/assc/2018/04/201804301624021525073042489.jpg","/servlet/image/assc/2018/04/201804301624401525073080031.jpg","서울특별시 노원구 덕릉로 699, 801호 (중계동, 우암에이스타워)","02-937-3083"
"11350-100002002","노원구","월계동","재건축","조합","월계2(인덕마을) 주택재건축정비사업조합","월계동 633-31","조합해산","운영","325","월계2(인덕마을) 주택재건축정비구역","월계2동 633-31","43303.00","137386.21","제3종일반주거지역","정비구역","34173.00","6705.00","2425.00","","","","","공동주택","24.33","280.36","87","30","2","859","296","563","","69","","","69","","/servlet/image/assc/2010/08/201008051501341280988094338.jpg","/servlet/image/assc/2017/09/201709280940461506559246914.jpg","/servlet/image/assc/2017/09/201709280952531506559973182.jpg","801호","02-900-6135"
"11305-100005001","강북구","미아동","재개발(주택정비형)","조합","미아제11구역 재개발정비사업조합","미아동 791-108","조합설립인가","운영","412","미아제11구역 주택재개발정비사업","강북구 미아동 791-108","35891.00","106076.78","제2종 일반주거지역","","","4340.00","1935.00","","","","","공동주택 및 부대복리시설","26.95","242.30","","2","23","495","","","495","103","","","103","","/servlet/image?url=images/assc/2022/05/202205240936111653352571317.jpg","/servlet/image?url=images/assc/2022/05/202205240936111653352571955.jpg","/servlet/image?url=images/assc/2022/05/202205240936141653352574091.jpg","3층 302호","02-989-7979"
"11170-100003003","용산구","동자동","재개발(도시정비형)","조합청산","동자동 제4구역 도시환경정비사업조합","동자동 36-17","조합청산","운영","72","동자동제도시환경정비4구역","용산구 동자동 36-17","","","","","","","","","","","","","","","","","","0","","","","0","","","","","/servlet/image/assc/2010/09/201009081703031283932983443.gif","/servlet/image/assc/2010/01/201001111610031263193803654.jpg","/servlet/image/assc/2010/01/201001111551231263192683294.jpg","2층 201호","02-714-6193"
"11650-900000231","서초구","방배동","재건축","조합","방배15 재건축정비사업조합","방배동 528-3","조합설립인가","운영","884","방배동 528-3번지 일대","방배동 528-3번지","84934.00","286991.84","제1종 및 제2종일반주거지역","","74468.00","3366.00","5100.00","","","","2000.00","공동주택 및 부대복리시설","27.49","239.08","80","25","3","1378","433","808","137","310","","","310","","/servlet/image?url=images/assc/2023/11/202311301247181701316038715.png","/servlet/image?url=images/assc/2023/11/202311301251031701316263520.jpg","/servlet/image?url=images/assc/2023/11/202311301250061701316206016.png","서울특별시 서초구 방배천로2안길 82, 2층(청송빌딩) (방배동)","02-525-5256"
"11290-100011002","성북구","동선동","재개발(주택정비형)","조합","동선제2구역 주택재개발정비사업조합","동선동4가 304-2","관리처분인가","운영","166","동선2구역주택재개발정비사업","동선동 304-2","15608.20","49120.83","제2종일반주거지역 / 일반상업지역","","","2154.90","","","708.70","","","아파트","24.57","23.33","53","19","3","277","130","147","","57","25","24","8","","/servlet/image?url=images/assc/2024/08/202408131618131723533493926.png","/servlet/image/assc/2014/12/201412111530481418279448365.jpg","/servlet/image?url=images/assc/2024/09/202409061348371725598117710.jpg","서울특별시 성북구 아리랑로4가길 5 (동선동5가)","02-924-6584"
"11305-900000024","강북구","미아동","재건축","조합","미아제4-1구역 주택재건축정비사업 조합","미아동 8-373","조합설립인가","운영","546","미아4-1구역주택재건축정비사업","강북구 미아동 8-373번지","51265.00","128237.21","도시지역","2종일반주지역","42257.00","5443.00","3565.00","","","","","공동주택","21.34","196.73","","15","3","740","150","446","144","0","","","","","/servlet/image/assc/2010/10/201010201817571287566277299.jpg","/servlet/image/assc/2010/10/201010201808021287565682889.jpg","/servlet/image/assc/2010/10/201010201817571287566277478.jpg","서울특별시 강북구 월계로21길 11 (미아동)","02-945-0558"
"11230-100003014","동대문구","청량리동","재개발(주택정비형)","조합","청량리제7구역 주택재개발정비사업조합","청량리동 199","착공신고","운영","389","청량리 제7구역 주택재개발 정비사업","동대문구 청량리동 199-0","35273.70","111214.94","제2종 일반주거지역","일반미관지구","26166.30","5896.40","","1742.90","","","1468.10","아파트 및 부대복리시설","24.83","240.44","53","18","6","627","528","99","","134","50","68","16","","/servlet/image?url=images/assc/2024/08/202408251845061724579106829.bmp","/servlet/image/assc/2018/08/201808211042331534815753441.jpg","/servlet/image/assc/2018/08/201808211043101534815790478.jpg","3층","02-3295-5764"
"11290-100007001","성북구","보문동","재개발(주택정비형)","조합","보문제2구역 주택재개발정비사업조합","보문동1가 60-28","준공인가","운영","237","보문제2구역 주택재개발정비사업 ","성북구26길 13-9(보문동1가)","17837.00","61497.89","도시지역","제2종일반주거지역","15026.00","1790.00","1021.00","","","","","일반주거","24.35","246.57","65","18","2","395","327","68","","70","70","","","","/servlet/image/assc/2011/12/201112191150591324263059674.jpg","/servlet/image/assc/2018/06/201806180944441529282684510.jpg","/servlet/image/assc/2018/06/201806180946391529282799872.jpg","서울특별시 성북구 삼선교로23길 7 (삼선동4가)","02-926-3010"
"11230-100003016","동대문구","전농동","재개발(주택정비형)","조합청산","전농제11구역 주택재개발정비사업조합","전농동 518","조합청산","운영","298","전농 제11주택재개발정비구역","동대문구 전농동 518-0","28150.50","89012.32","제3종일반주거지역","재정비촉진지구","19892.60","5622.90","2627.00","","","","","공동주택및부대복리시설","17.09","285.98","","29","4","484","172","312","","100","42","42","16","","/servlet/image/assc/2014/08/201408051140121407206412877.jpg","/servlet/image/assc/2014/08/201408051140171407206417397.jpg","/servlet/image/assc/2014/08/201408051140191407206419567.jpg","서울특별시 동대문구 사가정로 122, 502호 (전농동)","02-2246-0252"
"11590-900000863","동작구","사당동","지역주택","조합","(가칭)사당2동 지역주택조합 추진위원회","사당동 57-18","조합설립인가","운영","349","(가칭)사당2동 지역주택조합 추진위원회","동작구 사당동 68-8","54322.00","91337.45","1종 일반주거지역 2종 일반주거지역","도시지역","48949.00","4795.30","577.70","","","","","공동주택(아파트)","39.36","109.57","23","7","2","575","439","100","36","0","","","","","/servlet/image?url=images/assc/2022/02/202202091513301644387210915.jpg","/servlet/image?url=images/assc/2022/02/202202091513301644387210947.jpg","/servlet/image?url=images/assc/2022/02/202202091514341644387274419.jpg","서울특별시 동작구 동작대로35길 2, 3층, 원일빌딩, 사당동 (사당동)","02-591-7900"
"11410-900000844","서대문구","홍제동","소규모재건축","조합","서강빌라 소규모재건축정비사업","홍제동 90-6","조합설립인가","운영","69","서강빌라 소규모재건축사업","서대문구 홍제동 90-6","3492.00","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","서울특별시 서대문구 통일로27길 15-1, 1동 B206호 (홍제동, 서강빌라)","02-722-6100"
"11260-900000843","중랑구","면목동","지역주택","조합","(가칭)면목2동지역주택조합","면목동 192","조합설립인가","운영","0","(가칭)면목2동지역주택조합","중랑구 면목동 192-0","192.14","6131.24","제3종 일반주거지역","","192.14","4.11","9.00","","","","","공동주택","1.85","249.97","","32","2","481","333","148","","0","","","","","/servlet/image?url=images/assc/2024/05/202405200924541716164694035.jpg","/servlet/image?url=images/assc/2024/05/202405200924541716164694804.jpg","/servlet/image?url=images/assc/2024/05/202405200924541716164694945.png","서울특별시 중랑구 봉우재로 6, 2층 (면목동)","02-493-5195"
"11170-900000734","용산구","이촌동","재건축","조합","강변강서아파트 주택재건축 정비사업조합","이촌동 193-3","조합설립인가","운영","184","강변강서아파트 주택재건축정비사업조합","용산구 이촌동 193-3 193-5","3774.90","32080.11","준주거지역","","3692.90","82.40","","","","","","","46.47","499.71","","35","5","213","213","","","41","37","4","","","/servlet/image?url=images/assc/2021/10/202110221848051634896085885.jpg","","/servlet/image?url=images/assc/2021/10/202110192356541634655414845.jpg","서울특별시 용산구 청파로 40, 1809호(한강로3가, 삼구빌딩) (한강로3가)","02-701-1040"
"11710-100002010","송파구","가락동","재건축","조합","가락시영아파트 주택재건축정비사업 조합","가락동 479","조합해산","운영","6875","가락시영아파트 주택재건축 정비구역","송파구 가락동 479-0","405782.40","1563335.17","제3종 일반주거지역","미관지구(역사문화/일반)","405782.40","6418.00","1618.00","19159.00","2830.00","14331.00","14855.90","공동주택","19.41","285.98","286","35","3","8109","1453","5132","1524","1401","1065","316","20","임대 미포함","/servlet/image?url=images/assc/2023/10/202310301041261698630086944.png","/servlet/image/assc/2018/05/201805251725441527236744046.jpg","/servlet/image/assc/2018/05/201805251726381527236798545.jpg","서울특별시 송파구 송파대로 345, 106동지하 클럽룸1,2호(동호회실1,2호) (가락동, 헬리오시티)","02-417-2271"
"11230-100009002","동대문구","청량리동","재개발(주택정비형)","조합","청량리제8구역 주택재개발정비사업조합","청량리동 435","사업시행인가","운영","279","청량리제8구역 주택재개발정비사업조합","동대문구 청량리동 435번지","29001.00","90086.06","제3종 일반주거지역","","23136.80","2430.90","2119.50","","","","1313.80","공동주택 및 부대복리시설","15.99","246.98","70","24","3","460","148","264","48","150","46","51","53","","/servlet/image/assc/2013/12/201312231439421387777182459.jpg","/servlet/image/assc/2024/07/202407191026541721352414536.jpg","/servlet/image/assc/2024/07/202407191024171721352257739.jpg","서울특별시 동대문구 약령시로19길 21, 1층 (청량리동)","02-965-0464"
"11410-100008008","서대문구","연희동","재건축","조합","연희1주택재건축정비사업조합","연희동 711","조합해산","운영","163","연희 제1주택재건축 정비구역","서대문구 연희동 711번지","19468.80","67117.32","제2종 일반주거지역","","16509.00","905.10","2054.70","0.00","0.00","0.00","0.00","공동주택","20.08","249.99","54","19","2","396","136","225","35","35","","","35","","/servlet/image/assc/201001211401301264050090414.jpg","/servlet/image/assc/2011/05/201105301613361306739616234.jpg","/servlet/image/assc/2011/05/201105301613381306739618524.jpg","3층 1호","02-332-5181"
"11230-100003008","동대문구","신설동","재개발(주택정비형)","조합","신설제1구역 공공재개발정비사업 ","신설동 92-5","조합설립인가","운영","73","신설제1구역 공공재개발 정비사업 주민대표회의","동대문구 신설동 92-5 ","11204.15","46253.62","제2종 일반주거지역","제2종 일반주거지역","10124.80","845.05","0.00","0.00","0.00","0.00","234.30","공동주택/근린생활시설/부대시설","13.48","299.50","75","2","25","189","65","100","24","110","12","","98","0","/servlet/image?url=images/assc/2023/04/202304121021431681262503612.jpg","/servlet/image?url=images/assc/2024/08/202408051738251722847105945.jpg","/servlet/image?url=images/assc/2024/08/202408051738271722847107569.png","서울특별시 동대문구 하정로5길 5, 미영빌딩 2층 (신설동)","02-921-6058"
"11650-900000128","서초구","잠원동","재건축","조합청산","신반포18차24차 주택재건축정비사업조합","잠원동 52","조합청산","운영","258","한신18차아파트 주태재건축정비사업구역(한신24차아파트포함)","서초구 잠원동 52번지","22930.10","97359.70","3종일반주거지역","반포아파트지구","21674.50","255.60","1000.00","","","","","공동주택","18.93","299.45","95","32","3","404","28","118","258","71","","28","43","","/servlet/image/assc/2014/02/201402251327231393302443454.jpg","/servlet/image/assc/2014/12/201412051627521417764472930.jpg","/servlet/image/assc/2014/12/201412051629161417764556266.jpg","201호","02-532-8666"
"11410-100006002","서대문구","홍제동","재개발(주택정비형)","조합","홍제제3구역주택재개발정비사업조합","홍제동 270","이전고시","운영","609","홍제제3주택재개발정비사업","홍제동 270번지","5837.54","189877.66","제2종일반주거지역","","46200.40","6437.00","2922.00","656.00","","","","공동주택","21.92","","238","20","3","948","353","555","40","168","76","75","17","","/servlet/image/assc/201002051642571265355777594.jpg","/servlet/image/assc/2017/10/201710161743411508143421454.jpg","/servlet/image/assc/2017/10/201710161745501508143550425.jpg","서울특별시 서대문구 통일로 413, 503호 연세사우나빌딩 (홍제동)","02-396-0802"
"11290-100016013","성북구","장위동","재개발(주택정비형)","추진위원회","장위3구역 주택재개발정비사업 조합","장위동 350","조합설립추진위원회승인","운영","392","장위3구역주택재개발정비사업조합","성북구 장위동 305일대","66011.00","159270.59","서울시 성북구 장위동 305번지 일대","제2종 일반주거지역","52651.00","4009.00","8321.00","0.00","10.00","0.00","0.00","2종일반주거지역","14.44","229.94","88","29","2","473","32","432","9","184","84","79","21","건축면적은 전용면적으로 대치","/servlet/image/assc/2010/08/201008311051101283219470171.bmp","/servlet/image?url=images/assc/2020/02/202002241457281582523848344.png","/servlet/image/assc/2010/04/201004291645491272527149133.png","","02-909-4213"
"11410-900000107","서대문구","남가좌동","재개발(도시정비형)","조합","가재울8 재정비촉진구역 재개발정비사업조합","남가좌동 289-54","착공신고","운영","210","가재울8재정비촉진구역 재개발정비사업","서대문구 남가좌동 289-54번지 일대","13180.00","59388.93","준주거지역 재개발정비사업구역","재정비촉진지구","9824.00","3356.00","0.00","0.00","0.00","0.00","0.00","공동주택","58.85","399.74","83","27","3","283","166","117","","46","","","46","","/servlet/image?url=images/assc/2023/04/202304181408391681794519191.jpg","/servlet/image/assc/2011/10/201110181026571318901217426.jpg","/servlet/image?url=images/assc/2023/04/202304181404511681794291232.jpg","6층","02-374-0112"
"11740-100001046","강동구","상일동","재건축","조합청산","고덕주공7단지아파트 주택재건축정비사업조합","상일동 187","조합청산","운영","900","상일동 고덕7단지(아) 주택재건축정비사업","강동구 상일동 187-0","89869.40","324691.10","제2종 일반주거지역","공동주택(아파트) 및 부대복리시설","89869.40","4605.13","4830.00","0.00","0.00","0.00","914.41","아파트및 부대복리시설","18.17","249.92","85","29","4","1762","364","1340","58","97","","","97","","/servlet/image?url=images/assc/2017/04/201704180952231492476743579.jpg","/servlet/image?url=images/assc/2017/04/201704180952241492476744262.jpg","/servlet/image?url=images/assc/2017/04/201704180952241492476744833.jpg","3층","02-427-1244"
"11740-100001041","강동구","상일동","재건축","조합청산","고덕주공3단지아파트 주택재건축정비사업조합","상일동 121","조합청산","운영","2641","고덕3단지아파트주택재건축정비사업","강동구 상일동 121번지","211394.70","631887.97","제2종일반주거지역","택지개발지구","174972.00","11723.10","14887.90","77394.56","1695.70","8116.00","0.00","공동주택(아파트) 및 부대복리시설","18.64","249.98","102","34","3","4066","1220","2676","170","108","","","108","재건축소형108세대","/servlet/image/assc/2010/11/201011101616161289373376391.jpg","/servlet/image/assc/2014/06/201406271733341403858014389.jpg","/servlet/image/assc/2014/06/201406271733401403858020766.jpg","서울특별시 강동구 아리수로93길 33-9, 강일프라자 601호 (강일동)","02-3427-1048"
"11740-900000035","강동구","천호동","재개발(도시정비형)","조합","천호1 도시환경정비사업조합","천호동 423-200","일반분양승인","운영","173","천호1구역 도시환경정비사업","강동구 천호동 423-200 ","38508.20","252072.18","일반상업지역 준주거지역 제3종일반주거지역","","37007.35","3187.00","183.65","","","","","공동주택 판매/업무시설 문화및 복지시설","42.17","484.19","135","40","5","999","303","106","590","105","","53","52","","/servlet/image/assc/2010/03/201003261015121269566112155.jpg","/servlet/image/assc/2015/05/201505131338391431491919596.jpg","/servlet/image/assc/2015/05/201505131351571431492717642.jpg","문화빌딩 302호","02-478-2130"
"11740-100001045","강동구","상일동","재건축","조합","고덕주공6단지아파트 주택재건축정비사업조합","상일동 124","조합해산","운영","907","고덕주공6단지 주택재건축 정비구역","강동구 상일동 124번지","86871.90","297006.72","제2종일반주거지역","","76230.90","3889.20","5057.40","","","","","공동주택(아파트), 근린생활시설 및 부대복리시설","18.18","247.28","88","30","3","1649","418","918","313","85","","","85","","/servlet/image/assc/2010/05/201005201528141274336894577.jpg","/servlet/image/assc/2016/09/201609090920081473380408638.jpg","/servlet/image/assc/2016/09/201609121134051473647645187.jpg","2층","02-426-8678"
"11650-900000648","서초구","잠원동","재건축","조합","신반포27차아파트 주택재건축정비사업조합","잠원동 56-2","사업시행인가","운영","156","신반포27차아파트 주택재건축정비사업","서초구 잠원동 56-2번지 외 2필지","5764.90","35806.42","제3종일반주거지역","아파트지구","5764.90","0.00","0.00","0.00","0.00","0.00","0.00","공동주택(아파트)","19.98","293.62","8324","28","5","177","149","28","","33","","33","","","/servlet/image?url=images/assc/2017/03/201703101659331489132773143.jpg","/servlet/image?url=images/assc/2024/06/202406131133351718246015481.jpg","/servlet/image?url=images/assc/2024/06/202406131133351718246015565.jpg","1층  재건축조합사무실","02-532-9954"
"11650-900000645","서초구","반포동","재건축","조합","삼호가든5차아파트 재건축정비사업조합","반포동 30-1","조합설립인가","운영","168","삼호가든5차아파트 주택재건축정비사업조합","서초구 반포동 30-1","13691.60","70925.36","제3종일반주거지역","아파트지구","13364.50","327.10","0.00","0.00","0.00","0.00","0.00","공동주택","26.31","299.98","35","35","3","260","60","78","122","45","","","45","","/servlet/image?url=images/assc/2020/08/202008281023051598577785197.jpg","/servlet/image?url=images/assc/2024/03/202403191051211710813081878.png","/servlet/image?url=images/assc/2024/03/202403191043231710812603070.png","서울특별시 서초구 서초중앙로 242 (반포동, 삼호가든맨션)","02-3482-9701"
"11740-100001043","강동구","상일동","재건축","조합청산","고덕주공5단지아파트 주택재건축정비사업조합","상일동 131","조합청산","운영","956","고덕주공5단지아파트 주택재건축 정비구역","강동구 상일동 131번지 ","83387.00","273768.90","제2종 일반주거지역","제1종 지구단위계획구역","72987.00","4022.00","5578.00","0.00","800.00","0.00","0.00","공동주택 및 부대복리시설","19.81","249.97","88","30","2","1478","240","924","314","97","","","97","","/servlet/image/assc/2015/04/201504281454441430200484961.jpg","/servlet/image/assc/2016/01/201601051801491451984509456.jpg","/servlet/image/assc/2016/01/201601051802461451984566625.jpg","4층","02-426-5977"
"11740-100001042","강동구","상일동","재건축","조합","고덕주공4단지아파트 주택재건축정비사업조합 청산위원회","상일동 134","조합해산","운영","413","상일동 고덕4단지(아) 주택재건축정비사업","강동구 상일동 134번지외 3필지","34559.60","114531.84","제2종일반주거지역(12층)특별계획구역제1종지구단위계획구역","고덕택지개발지구","28680.07","","1728.30","","","","","공동주택 및 부대복리시설","22.06","249.72","75","25","3","660","231","387","42","27","","","27","","/servlet/image/assc/2011/03/201103090926041299630364936.jpg","/servlet/image/assc/2015/10/201510121751531444639913394.jpg","/servlet/image/assc/2014/08/201408291807331409303253050.jpg","태영빌딩 3층","02-442-0958"
"11740-100001040","강동구","고덕동","재건축","조합청산","고덕주공2단지아파트 주택재건축정비사업조합","고덕동 212","조합청산","운영","2852","고덕2단지아파트 주택재건축정비구역","강동구 고덕동 217번지 ","246210.10","839270.16","제2종일반주거지역","택지개발지구","207889.30","24094.30","14226.50","0.00","0.00","0.00","0.00","공동주택(아파트) 및 부대복리시설","20.00","2492.68","107","35","3","4792","1824","2598","370","140","","","140","","/servlet/image/assc/2011/09/201109011135131314844513251.jpg","/servlet/image/assc/2016/01/201601130942011452645721270.jpg","/servlet/image/assc/2016/01/201601130947481452646068845.jpg","제3층 3,4호","02-441-7527"
"11260-100003045","중랑구","중화동","재개발(주택정비형)","조합","중화1재정비촉진구역 주택재개발정비사업 조합","중화동 331-64","일반분양승인","운영","412","중화1재정비촉진구역","중랑구 중화동 331-1번지","44725.50","146109.23","도시지역 제23종일반주거지역","일반미관지구","32561.30","3268.90","4556.00","3020.70","1199.50","","119.10","공동주택(아파트)및 부대복리시설","20.60","299.95","100","35","2","835","376","421","38","220","87","69","64","부분임대포함","/servlet/image?url=images/assc/2022/10/202210131004121665623052866.png","/servlet/image/assc/2018/05/201805141625571526282757613.jpg","/servlet/image/assc/2018/05/201805141629231526282963716.jpg","서울특별시 중랑구 동일로 823, 4층,(논밭빌딩) (중화동)","02-433-1573"
"11170-900000102","용산구","동빙고동","재개발(주택정비형)","조합","한남5재정비촉진구역 주택재개발정비사업 조합","동빙고동 60","조합설립인가","운영","1562","한남 제5재정비촉진구역","용산구 동빙고동 60-0","183707.00","","제1종일반주거지역제2종일반주거지역(7층)제3종일반주거지역준주거지역","","54409.00","17632.00","1913.00","20038.00","9860.00","3176.00","1790.00","주상복합 및 공동주택","60.00","223.00","170","50","","1956","569","565","822","403","170","168","65","","/servlet/image/assc/2012/10/201210161120411350354041715.jpg","/servlet/image?url=images/assc/2022/04/202204261519371650953977110.png","/servlet/image?url=images/assc/2022/04/202204261519401650953980183.jpg","서울특별시 용산구 서빙고로 303, 201호 (동빙고동)","02-749-8189"
"11170-900000100","용산구","한남동","재개발(주택정비형)","조합","한남 제3재정비촉진구역 주택재개발정비사업 조합","한남동 686","관리처분인가","운영","3887","한남 제3재정비촉진구역","용산구 한남동 686-0","393729.00","","제1종일반주거지역,제2종일반주거지역(7층),제3종일반주거지역,준주거지역","","109455.00","39299.00","46506.00","9946.00","1125.00","8753.00","3826.00","주상복합 및 공동주택","60.00","235.00","95","29","","4778","2005","1834","939","979","402","402","175","","/servlet/image/assc/2010/08/201008201654501282290890259.jpg","/servlet/image/assc/2019/04/201904181351531555563113241.jpg","/servlet/image/assc/2019/04/201904181353441555563224727.jpg","301호","02-795-7677"
"11290-100016004","성북구","장위동","재개발(주택정비형)","조합","장위14구역 주택재개발정비사업조합","장위동 233-552","조합설립인가","운영","1427","장위14구역 주택재개발정비사업조합","성북구 장위동 233-552번지","145174.60","392654.68","제1종 제2종 일반주거지역","재정비촉진지구","106512.00","21359.00","7442.30","0.00","1212.00","0.00","10104.60","공동주택 및 부대복리시설","21.58","211.59","71","25","7","2000","767","1139","94","439","189","203","47","","/servlet/image?url=images/assc/2023/05/202305101312341683691954232.png","/servlet/image?url=images/assc/2023/05/202305091128381683599318534.png","/servlet/image?url=images/assc/2023/05/202305091128381683599318720.png","서울특별시 성북구 돌곶이로 151, 4층 (장위동)","02-915-0647"
"11290-100011001","성북구","안암동","재건축","조합","안암제1구역 주택재건축정비사업조합","안암동3가 136-1","조합설립인가","운영","431","안암1구역 주택재건축정비사업","성북구 안암동3가 136-1번지","15145.00","","","","","","","","","","","","","","","","","0","","","","0","","","","","/servlet/image/assc/2010/10/201010061137421286332662322.jpg","/servlet/image?url=images/assc/2023/11/202311061135511699238151384.jpg","/servlet/image/assc/2010/10/201010081030111286501411013.jpg","세화빌딩 402호","02-929-0067"
"11290-100009002","성북구","삼선동","재개발(주택정비형)","조합","삼선제5구역 주택재개발정비사업조합","삼선동2가 296","착공신고","운영","419","삼선제5주택재개발정비사업","성북구 삼선동2가 296번지 ","63918.50","174294.29","제2종일반주거지역","","48086.80","9861.10","3670.00","","","2300.60","49139.40","공동주택및복리시설","25.87","230.29","51","18","4","1015","731","284","","208","119","89","","","/servlet/image/assc/2011/12/201112201236391324352199327.jpg","/servlet/image/assc/2018/04/201804251539471524638387351.jpg","/servlet/image/assc/2021/02/202102161516181613456178995.jpg","한진스포츠센타 5402호","02-3673-3359"
"11290-100007003","성북구","보문동","재개발(주택정비형)","조합","보문제5구역 주택재개발정비사업조합","보문동1가 196-11","착공신고","운영","156","보문제5구역 주택재개발정비사업","성북구 보문동1가 196-11번지","10798.50","65273.10","준주거지역","","","","","","","","","아파트 및 판매시설","55.62","292.67","","26","5","186","","149","37","0","","","","","/servlet/image/assc/2010/12/201012081200151291777215752.jpg","/servlet/image/assc/2010/12/201012081151491291776709016.jpg","/servlet/image/assc/2010/12/201012081151531291776713344.jpg","서울특별시 성북구 보문로 121, 2층 (보문동2가)","02-921-6483"
"11620-900000626","관악구","신림동","재개발(주택정비형)","조합","신림1재정비촉진구역 재개발정비사업조합","신림동 808-","조합설립인가","운영","1460","신림1재정비촉진구역 주택재개발정비사업","관악구 신림동 808-495","233729.00","394003.03","일반주거지역 준주거 자연녹지 등","","172404.00","33748.00","16178.00","787.00","","","10612.00","공동주택 등","60.00","230.00","","33","4","2465","386","1485","594","505","202","202","101","","/servlet/image?url=images/assc/2022/04/202204271624001651044240296.png","/servlet/image?url=images/assc/2024/06/202406051143151717555395738.jpg","/servlet/image?url=images/assc/2024/06/202406051143201717555400211.jpg","","02-874-5040"
"11290-100003003","성북구","보문동","재개발(주택정비형)","조합청산","보문제3구역 주택재개발정비사업조합","보문동6가 207","조합청산","운영","592","보문제3구역주택재개발정비사업조합`","보문동 6가 207번지","52245.80","1666541.09","일반주거지역","제2종","43150.80","3103.00","5091.00","","901.00","","","공동주택(아파트)","21.36","237.46","","20","7","978","486","492","","208","100","87","21","","/servlet/image/assc/2010/03/201003301105311269914731116.jpg","/servlet/image/assc/2014/12/201412021843521417513432405.jpg","/servlet/image/assc/2014/12/201412021844271417513467062.jpg","서울특별시 성북구 보문로14길 40 3층 301호 (안암동4가)","02-927-3400"
"11290-100001000","성북구","돈암동","재개발(주택정비형)","조합청산","돈암?정릉구역 주택재개발정비사업 조합","돈암동 535-54","조합청산","운영","342","돈암정릉구역 주택재개발 정비사업","성북구 돈암동 535번지","30588.00","103248.48","주거지역","제2종일반주거지역","25549.00","194.50","","2933.00","","","","제2종일반주거지역","24.84","238.00","","","","61854","63","43429","18362","90","45","30","15","","/servlet/image/assc/2012/11/201211191635251353310525233.jpg","/servlet/image/assc/2012/11/201211191637021353310622724.jpg","/servlet/image/assc/2015/01/201501071456031420610163739.jpg","2층","02-927-0657"
"11470-900000756","양천구","신정동","재건축","조합","신정수정아파트 재건축정비사업","신정동 733-31","사업시행인가","운영","0","수정아파트 재건축정비사업","양천구 신정동 733-31","8404.60","43019.95","주거지역","제3종일반주거지역","8404.60","0.00","0.00","0.00","0.00","0.00","326.80","공동주택 및 부대복리시설","34.43","300.00","67","21","3","248","166","82","","28","","","28","건축심의 최종결정","/servlet/image?url=images/assc/2022/01/202201111657101641887830285.jpg","/servlet/image/assc/2024/05/202405131055191715565319655.jpg","/servlet/image/assc/2024/05/202405131057351715565455493.jpg","상가동 2층 201호","02-2607-2226"
"11290-900000748","성북구","장위동","가로주택정비","추진위원회","가칭)장위11-8구역 가로주택정비사업 준비위원회","장위동 68-274","조합설립추진위원회승인","운영","73","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11350-900000744","노원구","공릉동","소규모재건축","조합","대명아파트 소규모재건축정비사업위원회","공릉동 270-71","착공신고","운영","120","대명아파트 소규모재건축정비구역","노원구 공릉동 270-71","5595.00","21799.58","도시지역","제3종 일반주거","5595.00","0.00","0.00","0.00","0.00","0.00","0.00","아파트","23.94","249.98","75","25","2","161","140","21","","0","","","","85㎡초과 세대수 : 0","/servlet/image?url=images/assc/2020/02/202002291206571582945617914.jpg","/servlet/image/assc/2021/12/202112290953161640739196389.jpg","/servlet/image/assc/2021/12/202112290955141640739314295.jpg","공릉동 대명아파트","02-974-0452"
"11230-100008000","동대문구","전농동","재개발(도시정비형)","조합","전농도시환경정비사업조합","전농동 494","조합설립인가","운영","239","전농 재정비촉진구역","동대문구 전농동 494번지","28202.40","224172.21","제2종일반주거지역(7층이하) 제3종일반주거지역","일반상업지구","19166.70","5659.70","2670.80","705.20","","","","공동주택판매시설","48.66","736.26","165","49","8","1104","306","636","162","190","33","49","108","","/servlet/image/assc/2011/04/201104281352371303966357319.jpg","/servlet/image?url=images/assc/2024/11/202411191640391732002039626.jpg","/servlet/image?url=images/assc/2024/11/202411191647211732002441418.png","2층","02-2215-8962"
